,X0,X1,Label
170,-0.5873834489562664,0.6620589540864962,0.0
92,0.24249678524054286,0.8791844419766909,1.0
58,-0.4091414734726351,0.45702379121412295,0.0
132,0.2821604546219807,0.05304841192720433,1.0
98,0.4946760152512578,0.7672916907900541,1.0
155,0.5992475529752586,0.44955833932018496,1.0
150,-0.23320583887579527,0.4735522225368317,0.0
186,-0.885210900645092,0.7515441100412187,0.0
119,-0.8571086792570665,0.37301438072529114,0.0
190,0.961569677221159,0.5320364877698951,1.0
11,-0.16001631582777476,0.6641541252419824,0.0
91,-0.3447759816659499,0.29634618131629087,0.0
114,0.6752047362865878,0.104661128602197,1.0
114,-0.360229536695732,0.05529565412481485,0.0
43,-0.40517026306884707,0.8760991670114207,0.0
38,0.3008047899530086,0.2855265565054481,1.0
28,0.9705028875768061,0.6528279510353198,1.0
94,-0.7848643272518885,0.052865013726179466,0.0
41,-0.6654639192016617,0.9227853175510771,0.0
135,-0.35168906608803396,0.9771058600293473,0.0
74,-0.8443041017018984,0.0006916787440762739,0.0
45,0.9123115570191406,0.136033617757214,1.0
168,-0.10518108908588797,0.5451744903205451,0.0
141,-0.624538106060933,0.29142048509921736,0.0
143,-0.16985506232238368,0.2989110814939513,0.0
120,0.77395663585478,0.9166539208734225,1.0
78,-0.2548049657835798,0.09879999007695683,0.0
178,-0.11860220369452379,0.8346410583660953,0.0
146,0.8384132366038799,0.48737621695228206,1.0
3,-0.41662296937850873,0.3283641993946753,0.0
173,-0.15275036584527701,0.744335836621299,0.0
162,0.677558363661957,0.7387272254145734,1.0
74,0.2443508740380193,0.5767452556587691,1.0
122,0.8914656635550233,0.8676064999477974,1.0
97,0.8029109540042152,0.6758232593929221,1.0
149,0.6483945918432067,0.39823276695739396,1.0
53,0.5584459999588172,0.7430329571348122,1.0
137,-0.623266390651473,0.036772501454922946,0.0
121,0.7504809192917224,0.28074772027776906,1.0
188,-0.2619202378066945,0.9886487406596366,0.0
66,-0.32569815866272644,0.7300894915116561,0.0
9,0.9600550724322912,0.31174942449365306,1.0
50,0.6018452489454512,0.8123876187691755,1.0
28,-0.8158334388518433,0.15744203985548044,0.0
18,-0.447727097830117,0.25495863158654575,0.0
192,0.30662081560128873,0.39010457814353516,1.0
15,0.7443145021855154,0.860530177545206,1.0
42,0.1752827015183543,0.12023957807751762,1.0
76,-0.8674616246161811,0.3098234308490966,0.0
111,-0.7527035432674185,0.1701736154291087,0.0
160,0.7020603608780445,0.8553816669703427,1.0
17,-0.5592569447884757,0.5797097189584106,0.0
170,0.22302442151166868,0.17546893077076575,1.0
172,0.1517633710286535,0.9153643356894765,1.0
13,0.4659004295672171,0.6727902143220654,1.0
71,0.925842423565221,0.2544847909325306,1.0
167,0.6991135157000727,0.06689617116591173,1.0
5,0.7852801849527274,0.8701460995822539,1.0
110,-0.780159751040291,0.11429546020260295,0.0
10,0.6097379130773035,0.4837106128146321,1.0
72,0.28380766721175,0.4000130762929519,1.0
7,-0.34267454984873036,0.5298723779100584,0.0
56,0.18751280348661303,0.26962930171647925,1.0
40,-0.13875019273531997,0.16401879924758278,0.0
11,0.7617925494484608,0.8492783470861469,1.0
152,-0.48398207503884705,0.8981163294039026,0.0
176,0.9326762445497914,0.6037138735231363,1.0
98,-0.23087999200616005,0.48254414151148994,0.0
20,-0.23387892359109408,0.9944634112523444,0.0
91,0.16280448078787868,0.878360969943532,1.0
115,0.24266112854645494,0.660658898045126,1.0
134,-0.885638436300302,0.8918879964358466,0.0
182,0.4042879645603564,0.5091418712419565,1.0
19,-0.10839486750049043,0.35753656496940234,0.0
2,0.6974565299699267,0.6216302073276873,1.0
57,0.32374671870018823,0.96734022578738,1.0
188,0.8559356888130145,0.410163233518021,1.0
152,0.5194953153897889,0.25095855575112913,1.0
87,-0.17558704943189696,0.5932638997458887,0.0
8,-0.7558201465421239,0.8997610780988511,0.0
34,-0.20424763225610787,0.6066245655389405,0.0
4,0.535128582421047,0.03553840476161296,1.0
146,-0.5150865592397108,0.7495297630760529,0.0
177,0.5749393461938247,0.6230354289710518,1.0
151,-0.9268315597970921,0.12782775877194086,0.0
150,0.5679945271856468,0.5666530621910433,1.0
168,0.43599550251952257,0.5875108264520607,1.0
126,-0.8467042219499649,0.748759110624968,0.0
144,-0.6585193538804455,0.0861449788096349,0.0
187,-0.9219780940481178,0.6660637034842236,0.0
154,-0.8143637169005734,0.4085432237861609,0.0
81,0.8573916532424231,0.9173256648372342,1.0
131,-0.6069828834428224,0.9177468880322791,0.0
65,-0.10338456891522829,0.9119373562942377,0.0
183,-0.8669642845178872,0.6069341596390262,0.0
16,0.7882549673913651,0.07292551574429262,1.0
86,0.10382603523875461,0.4135859776431794,1.0
141,0.8174940218913527,0.169878145424471,1.0
101,0.25426017312851423,0.44068711040165665,1.0
196,-0.14673608217685008,0.07990976014068552,0.0
81,-0.4736888017743657,0.7451014812048897,0.0
60,0.1330306197098686,0.9113687914614885,1.0
7,0.2548814164538291,0.44655508827239077,1.0
133,-0.8842830208709119,0.3971656963144268,0.0
96,0.5658248618184628,0.7820577157204922,1.0
25,0.9383864876411576,0.472605809800246,1.0
26,0.18213104602828867,0.29450734396540235,1.0
43,0.16306823726464392,0.9385628689438086,1.0
158,-0.6253188013188744,0.886760572292851,0.0
23,-0.40820011594106365,0.8200783818188309,0.0
195,0.21954514712692894,0.0385119397974254,1.0
116,-0.6914983418541751,0.9412005752965724,0.0
143,0.3929846593279154,0.6663837119607706,1.0
183,0.1172492283681308,0.9294783619327935,1.0
153,-0.34511284901386685,0.13996063554397298,0.0
45,-0.4384388699235716,0.9044030737393957,0.0
165,-0.6566028565701677,0.5057293100371659,0.0
48,0.7473636674887767,0.902239811561309,1.0
30,0.24293910844853744,0.8786330461166545,1.0
85,0.4440107316180286,0.13030281336562333,1.0
177,-0.14166274344328822,0.7752678702799283,0.0
137,0.9163435063302594,0.13396080747788475,1.0
193,-0.7838042566407024,0.6352681351539827,0.0
97,-0.5582975214282604,0.4068286721410117,0.0
194,0.7257358668116685,0.440058497216804,1.0
104,-0.1938283793419251,0.03040853980964664,0.0
89,0.9263059899927967,0.6569009773689852,1.0
13,-0.20513519505283473,0.834500842255317,0.0
166,-0.7370409191133889,0.5282918891690934,0.0
75,-0.12531020539757398,0.6611948520370673,0.0
33,-0.18124746918702617,0.22870035722380566,0.0
61,-0.4552160529798064,0.1546021108391037,0.0
46,-0.10332691939920025,0.9914783679525874,0.0
44,-0.6447165178342105,0.7169261874984698,0.0
26,-0.5831262344647848,0.011831812210295167,0.0
31,-0.8909582379821324,0.9047206319985308,0.0
58,0.9537630208244856,0.2135972314636273,1.0
127,0.7414699660076679,0.29664456678985074,1.0
73,-0.5753665748506924,0.7195308029686861,0.0
99,-0.9481339836274946,0.7122668077970797,0.0
125,-0.24461639638282806,0.12815681146193603,0.0
36,0.9302037629226755,0.50726859939894,1.0
190,-0.2945462823591528,0.9481221192687256,0.0
87,0.8470992721521113,0.274062079978017,1.0
164,0.3064583226118562,0.8102202034465077,1.0
148,-0.5657366713997173,0.26262311561942786,0.0
71,-0.6273386532430423,0.6269811233015536,0.0
67,-0.9512591830462434,0.7861159070030561,0.0
36,-0.7385839617811519,0.6143053149064993,0.0
121,-0.5726099947474964,0.9937425844906321,0.0
195,-0.13491096263721036,0.25738760678361494,0.0
179,0.2174889344002277,0.243798484121866,1.0
61,0.6574087357397851,0.6805449437542974,1.0
158,0.7113951110942063,0.6930417340696864,1.0
18,0.35394899816567926,0.8569496812270682,1.0
19,0.1522406862956947,0.817586528127836,1.0
124,-0.6710711648882183,0.25536660789287635,0.0
68,-0.5310913626120188,0.5091723913925904,0.0
37,0.5968057405680494,0.5265264867404457,1.0
165,0.9264437207445113,0.5777281904326588,1.0
178,0.7859013801675281,0.4283504043767692,1.0
130,0.22203040336947172,0.01302119694997439,1.0
162,-0.6180805333114101,0.613033910109208,0.0
21,0.35453237058878584,0.5393860019218562,1.0
134,0.911310021536548,0.7607095672213456,1.0
144,0.1826506452276458,0.29164095806020374,1.0
142,-0.8191781636259748,0.5278995243377893,0.0
27,0.5603984707072613,0.4273698473129117,1.0
55,0.1443760652067073,0.011199903923541421,1.0
120,-0.7389014517663723,0.6650216891898084,0.0
83,0.8458923762819432,0.5195002499910404,1.0
89,-0.8901275285399061,0.73909148621785,0.0
14,0.69698995491628,0.9746651808575557,1.0
66,0.9879596031454111,0.36814670502022107,1.0
96,-0.3510361102862304,0.49582891726335443,0.0
122,-0.9980054574812074,0.7235523552147088,0.0
106,0.17937061156541861,0.6781760267552345,1.0
169,-0.1905777110411977,0.2667507116024439,0.0
22,0.45021221315679394,0.4305415494697834,1.0
198,-0.6213382275132382,0.40504007337515924,0.0
38,-0.17885737037926341,0.7066920067041951,0.0
83,-0.7880395558265311,0.15239141714169147,0.0
128,0.7504531468939573,0.21444263087141857,1.0
4,-0.9492013857241273,0.10300972518909168,0.0
12,-0.6153096891713814,0.16729203069284238,0.0
186,0.31919851446861935,0.4940949891712292,1.0
82,-0.2450811787605376,0.4498554202748546,0.0
136,-0.886346873568018,0.8309125509620887,0.0
24,-0.7072596144238227,0.7232162014426948,0.0
59,0.838636869067527,0.7183202288446089,1.0
145,-0.22307414434338657,0.3145204321424908,0.0
180,0.7680671011073267,0.9124410344905192,1.0
113,0.8773754784329447,0.8122240957863704,1.0
155,-0.5270863302535015,0.031682689651020945,0.0
175,0.4853409641499883,0.3749937513454329,1.0
86,-0.5056244318571714,0.1282113367114076,0.0
76,0.958206179417348,0.6174545863742452,1.0
181,-0.26615605027870015,0.18277208098853748,0.0
80,-0.7160334824491208,0.20453298372660367,0.0
62,-0.6641585411090862,0.11188315275352001,0.0
29,-0.5742690616167347,0.9785961202637862,0.0
199,-0.272185146426845,0.42949077745901854,0.0
175,-0.25783900013370165,0.5422731351798901,0.0
69,0.3725902039402461,0.6226722959868932,1.0
51,-0.5359991555948787,0.6618859379288131,0.0
22,-0.3891284684862245,0.3254091637541363,0.0
110,0.9310857795534604,0.5912830593957309,1.0
